"","Island","Species","Year","COUNT","CUM_FREQ","No_specimen_year"
"1806","South","Plectranthus ciliatus",1969,1,2,136
"2630","South","Plectranthus ciliatus",1977,1,3,299
"288","South","Populus alba",1941,2,2,43
"829","South","Populus alba",1956,1,3,94
"1263","South","Populus alba",1963,1,4,200
"1668","South","Populus alba",1968,1,5,139
"1866","South","Populus alba",1970,2,7,283
"2353","South","Populus alba",1975,1,8,253
"2500","South","Populus alba",1976,1,9,158
"2925","South","Populus alba",1980,2,11,150
"3141","South","Populus alba",1982,1,12,130
"3647","South","Populus alba",1988,1,13,128
"776","South","Potamogeton crispus",1955,1,1,64
"1660","South","Potamogeton crispus",1968,1,2,139
"1728","South","Potamogeton crispus",1969,1,3,136
"1824","South","Potamogeton crispus",1970,3,6,283
"2176","South","Potamogeton crispus",1973,1,7,261
"2464","South","Potamogeton crispus",1975,3,10,253
"3106","South","Potamogeton crispus",1981,2,12,158
"3190","South","Potamogeton crispus",1982,1,13,130
"4156","South","Potamogeton crispus",1995,1,14,48
"4315","South","Potamogeton crispus",1998,1,15,68
"724","South","Prunus avium",1954,2,2,83
"1856","South","Prunus avium",1970,1,3,283
"2111","South","Prunus avium",1972,3,6,218
"2382","South","Prunus avium",1975,1,7,253
"2712","South","Prunus avium",1977,1,8,299
"3072","South","Prunus avium",1981,2,10,158
"3416","South","Prunus avium",1985,1,11,153
"3599","South","Prunus avium",1987,2,13,171
"3806","South","Prunus avium",1990,1,14,80
"745","South","Prunus cerasifera",1954,4,4,83
"1300","South","Prunus cerasifera",1963,3,7,200
"1939","South","Prunus cerasifera",1971,2,9,182
"2303","South","Prunus cerasifera",1974,1,10,142
"2355","South","Prunus cerasifera",1975,2,12,253
"2847","South","Prunus cerasifera",1979,1,13,156
"3115","South","Prunus cerasifera",1981,1,14,158
"3338","South","Prunus cerasifera",1984,6,20,131
"3570","South","Prunus cerasifera",1987,3,23,171
"4114","South","Prunus cerasifera",1994,2,25,158
"4351","South","Prunus cerasifera",1998,1,26,68
"719","South","Prunus laurocerasus",1954,2,2,83
"1070","South","Prunus laurocerasus",1959,1,3,157
"2096","South","Prunus laurocerasus",1972,1,4,218
"3619","South","Prunus laurocerasus",1987,1,5,171
"4138","South","Prunus laurocerasus",1994,2,7,158
"4332","South","Prunus laurocerasus",1998,1,8,68
"4396","South","Prunus laurocerasus",1999,1,9,78
"4479","South","Prunus laurocerasus",2000,1,10,72
"653","South","Pseudosasa japonica",1953,1,1,129
"758","South","Pseudosasa japonica",1954,1,2,83
"1112","South","Pseudosasa japonica",1960,1,3,43
"1155","South","Pseudosasa japonica",1961,1,4,134
"1259","South","Pseudosasa japonica",1963,1,5,200
"1739","South","Pseudosasa japonica",1969,1,6,136
"2259","South","Pseudosasa japonica",1974,2,8,142
"3572","South","Pseudosasa japonica",1987,1,9,171
"3796","South","Pseudosasa japonica",1990,1,10,80
"3895","South","Pseudosasa japonica",1992,7,17,118
"3964","South","Pseudosasa japonica",1993,2,19,143
"4155","South","Pseudosasa japonica",1995,1,20,48
"4381","South","Pseudosasa japonica",1999,1,21,78
"4393","South","Psoralea pinnata",1999,1,1,78
"1557","South","Ranunculus acris",1966,1,1,101
"1735","South","Ranunculus acris",1969,1,2,136
"1813","South","Ranunculus acris",1970,1,3,283
"2240","South","Ranunculus acris",1973,1,4,261
"2715","South","Ranunculus acris",1977,3,7,299
"2784","South","Ranunculus acris",1978,1,8,125
"3198","South","Ranunculus acris",1982,1,9,130
"3295","South","Ranunculus acris",1984,1,10,131
"3926","South","Ranunculus acris",1992,1,11,118
"4180","South","Ranunculus acris",1995,1,12,48
"4226","South","Ranunculus acris",1996,1,13,78
"3262","South","Rhamnus alaternus",1984,2,2,131
"3440","South","Rhamnus alaternus",1985,1,3,153
"3499","South","Rhamnus alaternus",1986,1,4,114
"3616","South","Rhamnus alaternus",1987,1,5,171
"4246","South","Rhamnus alaternus",1996,1,6,78
"4402","South","Rhamnus alaternus",1999,1,7,78
"452","South","Ribes sanguineum",1947,1,1,43
"2821","South","Ribes sanguineum",1978,1,2,125
"3184","South","Ribes sanguineum",1982,2,4,130
"3312","South","Ribes sanguineum",1984,3,7,131
"3408","South","Ribes sanguineum",1985,1,8,153
"3488","South","Ribes sanguineum",1986,1,9,114
"3558","South","Ribes sanguineum",1987,1,10,171
"3842","South","Ribes sanguineum",1991,1,11,114
"4070","South","Ribes sanguineum",1994,1,12,158
"4158","South","Ribes sanguineum",1995,1,13,48
"4347","South","Ribes sanguineum",1998,1,14,68
"4375","South","Ribes sanguineum",1999,1,15,78
"908","South","Ricinus communis",1957,1,1,88
"1749","South","Ricinus communis",1969,1,2,136
"4644","South","Ricinus communis",2005,1,3,35
"1816","South","Rubus fruticosus",1970,1,1,283
"1944","South","Rubus fruticosus",1971,1,2,182
"2794","South","Rubus fruticosus",1978,2,4,125
"2860","South","Rubus fruticosus",1979,3,7,156
"2953","South","Rubus fruticosus",1980,7,14,150
"3080","South","Rubus fruticosus",1981,1,15,158
"3241","South","Rubus fruticosus",1983,1,16,76
"3278","South","Rubus fruticosus",1984,3,19,131
"3430","South","Rubus fruticosus",1985,1,20,153
"4106","South","Rubus fruticosus",1994,1,21,158
"4683","South","Rubus fruticosus",2007,1,22,15
"1091","South","Rumex sagittatus",1960,1,1,43
"1543","South","Rumex sagittatus",1966,1,2,101
"1651","South","Rumex sagittatus",1968,1,3,139
"1881","South","Rumex sagittatus",1970,2,5,283
"2016","South","Rumex sagittatus",1971,6,11,182
"2165","South","Rumex sagittatus",1973,2,13,261
"2387","South","Rumex sagittatus",1975,1,14,253
"3369","South","Rumex sagittatus",1985,1,15,153
"3501","South","Rumex sagittatus",1986,2,17,114
"3858","South","Rumex sagittatus",1991,2,19,114
"746","South","Salix cinerea",1954,1,1,83
"840","South","Salix cinerea",1956,1,2,94
"1154","South","Salix cinerea",1961,1,3,134
"1198","South","Salix cinerea",1962,2,5,124
"1296","South","Salix cinerea",1963,15,20,200
"1403","South","Salix cinerea",1964,5,25,104
"1444","South","Salix cinerea",1965,4,29,92
"1742","South","Salix cinerea",1969,3,32,136
"1927","South","Salix cinerea",1970,2,34,283
"2028","South","Salix cinerea",1971,5,39,182
"2138","South","Salix cinerea",1972,1,40,218
"2177","South","Salix cinerea",1973,1,41,261
"2371","South","Salix cinerea",1975,2,43,253
"2490","South","Salix cinerea",1976,1,44,158
"2829","South","Salix cinerea",1979,2,46,156
"2999","South","Salix cinerea",1980,4,50,150
"3401","South","Salix cinerea",1985,1,51,153
"3617","South","Salix cinerea",1987,2,53,171
"3630","South","Salix cinerea",1988,1,54,128
"3772","South","Salix cinerea",1990,1,55,80
"3825","South","Salix cinerea",1991,1,56,114
"4108","South","Salix cinerea",1994,1,57,158
"4149","South","Salix cinerea",1995,1,58,48
"4252","South","Salix cinerea",1996,4,62,78
"4428","South","Salix cinerea",2000,1,63,72
"414","South","Salix fragilis",1946,1,1,24
"1302","South","Salix fragilis",1963,1,2,200
"1395","South","Salix fragilis",1964,5,7,104
"1462","South","Salix fragilis",1965,1,8,92
"1558","South","Salix fragilis",1966,6,14,101
"1750","South","Salix fragilis",1969,1,15,136
"1889","South","Salix fragilis",1970,1,16,283
"2226","South","Salix fragilis",1973,1,17,261
"2268","South","Salix fragilis",1974,2,19,142
"2428","South","Salix fragilis",1975,1,20,253
"2592","South","Salix fragilis",1976,1,21,158
"2648","South","Salix fragilis",1977,1,22,299
"2883","South","Salix fragilis",1979,2,24,156
"2962","South","Salix fragilis",1980,3,27,150
"3170","South","Salix fragilis",1982,1,28,130
"3439","South","Salix fragilis",1985,2,30,153
"3471","South","Salix fragilis",1986,1,31,114
"4127","South","Salix fragilis",1994,2,33,158
"4173","South","Salix fragilis",1995,1,34,48
"4650","South","Salix fragilis",2005,1,35,35
"3","South","Sambucus nigra",1872,1,1,5
"1126","South","Sambucus nigra",1961,1,2,134
"1409","South","Sambucus nigra",1964,1,3,104
"1485","South","Sambucus nigra",1965,1,4,92
"1710","South","Sambucus nigra",1968,3,7,139
"1880","South","Sambucus nigra",1970,3,10,283
"2055","South","Sambucus nigra",1972,3,13,218
"2570","South","Sambucus nigra",1976,1,14,158
"2708","South","Sambucus nigra",1977,1,15,299
"2802","South","Sambucus nigra",1978,1,16,125
"3044","South","Sambucus nigra",1981,1,17,158
"3176","South","Sambucus nigra",1982,1,18,130
"3364","South","Sambucus nigra",1985,1,19,153
"3567","South","Sambucus nigra",1987,1,20,171
"3886","South","Sambucus nigra",1992,1,21,118
"4152","South","Sambucus nigra",1995,1,22,48
"4458","South","Sambucus nigra",2000,1,23,72
"525","South","Schedonorus phoenix",1950,1,1,81
"841","South","Schedonorus phoenix",1956,1,2,94
"1024","South","Schedonorus phoenix",1959,1,3,157
"1100","South","Schedonorus phoenix",1960,1,4,43
"1169","South","Schedonorus phoenix",1961,1,5,134
"1416","South","Schedonorus phoenix",1964,1,6,104
"1434","South","Schedonorus phoenix",1965,2,8,92
"1530","South","Schedonorus phoenix",1966,1,9,101
"1579","South","Schedonorus phoenix",1967,2,11,85
"1677","South","Schedonorus phoenix",1968,3,14,139
"1730","South","Schedonorus phoenix",1969,1,15,136
"1918","South","Schedonorus phoenix",1970,7,22,283
"1950","South","Schedonorus phoenix",1971,1,23,182
"2201","South","Schedonorus phoenix",1973,1,24,261
"2461","South","Schedonorus phoenix",1975,1,25,253
"2587","South","Schedonorus phoenix",1976,1,26,158
"2690","South","Schedonorus phoenix",1977,2,28,299
"2820","South","Schedonorus phoenix",1978,1,29,125
"2872","South","Schedonorus phoenix",1979,2,31,156
"3105","South","Schedonorus phoenix",1981,1,32,158
"3185","South","Schedonorus phoenix",1982,2,34,130
"3246","South","Schedonorus phoenix",1983,1,35,76
"3432","South","Schedonorus phoenix",1985,2,37,153
"3582","South","Schedonorus phoenix",1987,1,38,171
"3870","South","Schedonorus phoenix",1991,1,39,114
"4082","South","Schedonorus phoenix",1994,1,40,158
"4248","South","Schedonorus phoenix",1996,1,41,78
"4508","South","Schedonorus phoenix",2001,1,42,47
"345","South","Selaginella kraussiana",1944,1,1,34
"674","South","Selaginella kraussiana",1953,1,2,129
"1147","South","Selaginella kraussiana",1961,2,4,134
"1220","South","Selaginella kraussiana",1962,1,5,124
"1487","South","Selaginella kraussiana",1965,1,6,92
"1577","South","Selaginella kraussiana",1967,2,8,85
"1971","South","Selaginella kraussiana",1971,1,9,182
"2411","South","Selaginella kraussiana",1975,2,11,253
"2681","South","Selaginella kraussiana",1977,1,12,299
"2915","South","Selaginella kraussiana",1979,1,13,156
"3046","South","Selaginella kraussiana",1981,2,15,158
"3260","South","Selaginella kraussiana",1984,1,16,131
"4239","South","Selaginella kraussiana",1996,1,17,78
"4277","South","Selaginella kraussiana",1997,1,18,69
"4405","South","Selaginella kraussiana",1999,1,19,78
"4498","South","Selaginella kraussiana",2001,1,20,47
"1448","South","Senecio angulatus",1965,1,1,92
"1935","South","Senecio angulatus",1971,1,2,182
"2740","South","Senecio angulatus",1977,1,3,299
"3045","South","Senecio angulatus",1981,1,4,158
"1860","South","Senecio glastifolius",1970,1,1,283
"1940","South","Senecio glastifolius",1971,1,2,182
"2238","South","Senecio glastifolius",1973,1,3,261
"2722","South","Senecio glastifolius",1977,1,4,299
"3486","South","Senecio glastifolius",1986,1,5,114
"4359","South","Senecio glastifolius",1998,1,6,68
"7","South","Senecio jacobaea",1874,1,1,1
"284","South","Senecio jacobaea",1941,2,3,43
"346","South","Senecio jacobaea",1944,1,4,34
"493","South","Senecio jacobaea",1949,2,6,59
"860","South","Senecio jacobaea",1956,1,7,94
"899","South","Senecio jacobaea",1957,2,9,88
"949","South","Senecio jacobaea",1958,2,11,191
"1350","South","Senecio jacobaea",1963,2,13,200
"1420","South","Senecio jacobaea",1964,3,16,104
"1478","South","Senecio jacobaea",1965,1,17,92
"1515","South","Senecio jacobaea",1966,4,21,101
"1723","South","Senecio jacobaea",1968,2,23,139
"1930","South","Senecio jacobaea",1970,2,25,283
"1993","South","Senecio jacobaea",1971,6,31,182
"2140","South","Senecio jacobaea",1972,4,35,218
"2153","South","Senecio jacobaea",1973,1,36,261
"2336","South","Senecio jacobaea",1974,4,40,142
"2357","South","Senecio jacobaea",1975,2,42,253
"2497","South","Senecio jacobaea",1976,1,43,158
"2631","South","Senecio jacobaea",1977,4,47,299
"2752","South","Senecio jacobaea",1978,3,50,125
"3019","South","Senecio jacobaea",1981,2,52,158
"3142","South","Senecio jacobaea",1982,1,53,130
"3274","South","Senecio jacobaea",1984,1,54,131
"3399","South","Senecio jacobaea",1985,1,55,153
"3481","South","Senecio jacobaea",1986,2,57,114
"3620","South","Senecio jacobaea",1987,1,58,171
"3755","South","Senecio jacobaea",1989,1,59,92
"3890","South","Senecio jacobaea",1992,1,60,118
"4105","South","Senecio jacobaea",1994,1,61,158
"4172","South","Senecio jacobaea",1995,1,62,48
"4335","South","Senecio jacobaea",1998,2,64,68
"4439","South","Senecio jacobaea",2000,2,66,72
"4527","South","Senecio jacobaea",2001,1,67,47
"654","South","Senecio mikanioides",1953,2,2,129
"925","South","Senecio mikanioides",1958,1,3,191
"1268","South","Senecio mikanioides",1963,1,4,200
"1452","South","Senecio mikanioides",1965,1,5,92
"1604","South","Senecio mikanioides",1967,1,6,85
"1805","South","Senecio mikanioides",1969,1,7,136
"1862","South","Senecio mikanioides",1970,2,9,283
"2077","South","Senecio mikanioides",1972,1,10,218
"2257","South","Senecio mikanioides",1973,1,11,261
"2345","South","Senecio mikanioides",1974,1,12,142
"2599","South","Senecio mikanioides",1977,3,15,299
"2751","South","Senecio mikanioides",1978,1,16,125
"3015","South","Senecio mikanioides",1981,1,17,158
"3186","South","Senecio mikanioides",1982,1,18,130
"3222","South","Senecio mikanioides",1983,1,19,76
"3417","South","Senecio mikanioides",1985,1,20,153
"4337","South","Senecio mikanioides",1998,1,21,68
"4665","South","Senecio mikanioides",2006,1,22,20
"3785","South","Senna septemtrionalis",1990,1,1,80
"3865","South","Senna septemtrionalis",1991,1,2,114
"3906","South","Senna septemtrionalis",1992,1,3,118
"4227","South","Setaria palmifolia",1996,1,1,78
"8","South","Silybum marianum",1876,1,1,1
"835","South","Silybum marianum",1956,1,2,94
"1488","South","Silybum marianum",1965,1,3,92
"1645","South","Silybum marianum",1968,1,4,139
"1761","South","Silybum marianum",1969,2,6,136
"2812","South","Silybum marianum",1978,1,7,125
"4218","South","Silybum marianum",1996,1,8,78
"4327","South","Silybum marianum",1998,1,9,68
"4493","South","Silybum marianum",2001,1,10,47
"4607","South","Silybum marianum",2004,1,11,39
"340","South","Solanum dulcamara",1944,5,5,34
"367","South","Solanum dulcamara",1945,2,7,59
"531","South","Solanum dulcamara",1950,1,8,81
"576","South","Solanum dulcamara",1951,1,9,58
"600","South","Solanum dulcamara",1952,1,10,63
"650","South","Solanum dulcamara",1953,1,11,129
"734","South","Solanum dulcamara",1954,5,16,83
"778","South","Solanum dulcamara",1955,3,19,64
"833","South","Solanum dulcamara",1956,2,21,94
"900","South","Solanum dulcamara",1957,4,25,88
"947","South","Solanum dulcamara",1958,3,28,191
"1164","South","Solanum dulcamara",1961,5,33,134
"1245","South","Solanum dulcamara",1962,2,35,124
"1442","South","Solanum dulcamara",1965,1,36,92
"1509","South","Solanum dulcamara",1966,1,37,101
"1632","South","Solanum dulcamara",1968,3,40,139
"1766","South","Solanum dulcamara",1969,2,42,136
"1913","South","Solanum dulcamara",1970,4,46,283
"2022","South","Solanum dulcamara",1971,2,48,182
"2042","South","Solanum dulcamara",1972,6,54,218
"2203","South","Solanum dulcamara",1973,8,62,261
"2340","South","Solanum dulcamara",1974,4,66,142
"2519","South","Solanum dulcamara",1976,1,67,158
"3055","South","Solanum dulcamara",1981,2,69,158
"3145","South","Solanum dulcamara",1982,1,70,130
"3588","South","Solanum dulcamara",1987,2,72,171
"3655","South","Solanum dulcamara",1988,1,73,128
"4067","South","Solanum dulcamara",1994,2,75,158
"4230","South","Solanum dulcamara",1996,1,76,78
"4435","South","Solanum dulcamara",2000,1,77,72
"167","South","Solanum linnaeanum",1934,1,1,13
"542","South","Solanum linnaeanum",1950,1,2,81
"1970","South","Solanum mauritianum",1971,3,3,182
"2493","South","Solanum mauritianum",1976,1,4,158
"3326","South","Solanum mauritianum",1984,1,5,131
"4357","South","Solanum mauritianum",1998,1,6,68
"1040","South","Solanum pseudocapsicum",1959,1,1,157
"1261","South","Solanum pseudocapsicum",1963,1,2,200
"1663","South","Solanum pseudocapsicum",1968,1,3,139
"2504","South","Solanum pseudocapsicum",1976,1,4,158
"4489","South","Solanum pseudocapsicum",2001,1,5,47
"372","South","Sorbaria tomentosa",1945,2,2,59
"1850","South","Sorbaria tomentosa",1970,1,3,283
"1947","South","Sorbaria tomentosa",1971,1,4,182
"3128","South","Sorbaria tomentosa",1982,3,7,130
"3211","South","Sorbaria tomentosa",1983,2,9,76
"3294","South","Sorbaria tomentosa",1984,1,10,131
"3513","South","Sorbaria tomentosa",1986,2,12,114
"3694","South","Sorbaria tomentosa",1988,1,13,128
"4530","South","Sorbaria tomentosa",2002,1,14,37
"779","South","Spartina anglica",1955,1,1,64
"836","South","Spartina anglica",1956,2,3,94
"866","South","Spartina anglica",1957,2,5,88
"972","South","Spartina anglica",1958,1,6,191
"1072","South","Spartina anglica",1959,2,8,157
"1517","South","Spartina anglica",1966,3,11,101
"1922","South","Spartina anglica",1970,1,12,283
"2078","South","Spartina anglica",1972,2,14,218
"2164","South","Spartina anglica",1973,1,15,261
"2328","South","Spartina anglica",1974,2,17,142
"2437","South","Spartina anglica",1975,1,18,253
"2542","South","Spartina anglica",1976,4,22,158
"2748","South","Spartina anglica",1977,1,23,299
"2830","South","Spartina anglica",1979,1,24,156
"3116","South","Spartina anglica",1981,1,25,158
"3132","South","Spartina anglica",1982,1,26,130
"3422","South","Spartina anglica",1985,1,27,153
"3863","South","Spartina anglica",1991,1,28,114
